# Owned Arena pool for The Cabbage Merchant (mono-G identity, brawl-legal). Collection = DB export 2026-07-02 UNION snapshot verify-2026-09-10/arena-collection-0911.txt (2026-09-11) UNION the current deck decks/brawl/cabbage-merchant-current.txt (2026-09-18). Corpus = 2001 Cabbage Merchant decks (VPS, 2026-09-14).
# inc% = share of those decks running the card | lift = corpus lift vs baseline (higher = more commander-specific) | q = copies owned
# legality: legal = Brawl-legal per card DB | deck = in the current Arena Brawl deck (proven playable; DB may say otherwise) | side = in the current Arena sideboard pile (proven owned) | db:not_legal = owned but the card DB says not Brawl-legal (often stale for Arena-only additions; use only if you KNOW it is on Arena Brawl and flag it)
# inc% | lift | q | legality | name | cost | cmc | type | rarity | oracle

95.7 | 3.10 | 1 | deck | Peregrin Took | {2}{G} | 3 | Legendary Creature — Halfling Citizen | uncommon | If one or more tokens would be created under your control, those tokens plus an additional Food token are created instead. (It's an artifact with "{2}, {T}, Sacrifice this token: You gain 3 life.") Sacrifice three Foods: Draw a card.
0.3 | -1.45 | 4 | deck | Spry and Mighty | {4}{G} | 5 | Sorcery | rare | Choose exactly two creatures you control. You draw X cards and the chosen creatures get +X/+X and gain trample until end of turn, where X is the difference between the chosen creatures' powers.
0.3 | -0.64 | 1 | legal | Anticausal Vestige | {6} | 6 | Creature — Eldrazi | rare | When this creature leaves the battlefield, draw a card, then you may put a permanent card with mana value less than or equal to the number of lands you control from your hand onto the battlefield tapped. Warp {4} (You may cast this card from your hand for its warp cost. Exile this creature at the beginning of the next end step, then you may cast it from exile on a later turn.)
0.3 | -1.33 | 1 | legal | Annoyed Altisaur | {5}{G}{G} | 7 | Creature — Dinosaur | uncommon | Reach, trample Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom in a random order.)
0.3 | 1.11 | 4 | legal | Jasmine Dragon Tea Shop |  | 0 | Land | rare | {T}: Add {C}. {T}: Add one mana of any color. Spend this mana only to cast an Ally spell or activate an ability of an Ally source. {5}, {T}: Create a 1/1 white Ally creature token.
0.3 | -0.91 | 1 | legal | Roadside Reliquary |  | 0 | Land | uncommon | {T}: Add {C}. {2}, {T}, Sacrifice this land: Draw a card if you control an artifact. Draw a card if you control an enchantment.
0.3 | -1.45 | 1 | legal | Terrain Generator |  | 0 | Land | uncommon | {T}: Add {C}. {2}, {T}: You may put a basic land card from your hand onto the battlefield tapped.
0.3 | -1.66 | 2 | side | Trash the Town | {G} | 1 | Instant | uncommon | Spree (Choose one or more additional costs.) + {2} — Put two +1/+1 counters on target creature. + {1} — Target creature gains trample until end of turn. + {1} — Until end of turn, target creature gains "Whenever this creature deals combat damage to a player, draw two cards."
0.3 | -0.63 | 2 | legal | World Map | {1} | 1 | Artifact | common | {1}, {T}, Sacrifice this artifact: Search your library for a basic land card, reveal it, put it into your hand, then shuffle. {3}, {T}, Sacrifice this artifact: Search your library for a land card, reveal it, put it into your hand, then shuffle.
0.3 | -2.68 | 4 | legal | Ilysian Caryatid | {1}{G} | 2 | Creature — Plant | common | {T}: Add one mana of any color. If you control a creature with power 4 or greater, add two mana of any one color instead.
0.3 | -0.66 | 1 | legal | Keen-Eyed Curator | {G}{G} | 2 | Creature — Raccoon Scout | rare | As long as there are four or more card types among cards exiled with this creature, it gets +4/+4 and has trample. {1}: Exile target card from a graveyard.
0.3 | 1.64 | 1 | side | Shortcut to Mushrooms | {1}{G} | 2 | Enchantment | uncommon | When this enchantment enters, the Ring tempts you. At the beginning of your end step, if a permanent you controlled left the battlefield this turn, put a +1/+1 counter on target creature you control.
0.3 | -0.65 | 1 | deck | Vivien's Arkbow | {1}{G} | 2 | Legendary Artifact | rare | {X}, {T}, Discard a card: Look at the top X cards of your library. You may put a creature card with mana value X or less from among them onto the battlefield. Put the rest on the bottom of your library in a random order.
0.3 | -2.01 | 4 | legal | Broken Wings | {2}{G} | 3 | Instant | common | Destroy target artifact, enchantment, or creature with flying.
0.3 | -1.25 | 1 | legal | Clifftop Lookout | {2}{G} | 3 | Creature — Frog Scout | uncommon | Reach When this creature enters, reveal cards from the top of your library until you reveal a land card. Put that card onto the battlefield tapped and the rest on the bottom of your library in a random order.
0.3 | -1.60 | 1 | legal | Earthbending Student | {2}{G} | 3 | Creature — Human Warrior Ally | uncommon | When this creature enters, earthbend 2. (Target land you control becomes a 0/0 creature with haste that's still a land. Put two +1/+1 counters on it. When it dies or is exiled, return it to the battlefield tapped.) Land creatures you control have vigilance. (Attacking doesn't cause them to tap.)
0.3 | -1.54 | 1 | legal | Emeritus of Abundance // Regrowth | {2}{G} // {1}{G} | 3 | Creature — Elf Druid // Sorcery | mythic | Vigilance This creature enters prepared. Whenever this creature attacks, if you control eight or more lands, this creature becomes prepared. // Return target card from your graveyard to your hand.
0.3 | -0.91 | 1 | side | Master's Guidance | {2}{G} | 3 | Enchantment | rare | Whenever you attack with two or more legendary creatures, put a +1/+1 counter on each of up to two target attacking creatures. At the beginning of your end step, if you control a creature with power 4 or greater, draw a card.
0.3 | 0.65 | 1 | side | Match the Odds | {2}{G} | 3 | Sorcery — Lesson | uncommon | Create a 1/1 white Ally creature token. Put a +1/+1 counter on it for each creature your opponents control.
0.3 | 0.06 | 1 | legal | Pristine Talisman | {3} | 3 | Artifact | common | {T}: Add {C}. You gain 1 life.
0.3 | -3.16 | 1 | side | Roiling Regrowth | {2}{G} | 3 | Instant | uncommon | Sacrifice a land. Search your library for up to two basic land cards, put them onto the battlefield tapped, then shuffle.
0.3 | -1.82 | 2 | legal | Spinner of Souls | {2}{G} | 3 | Creature — Spider Spirit | rare | Reach Whenever another nontoken creature you control dies, you may reveal cards from the top of your library until you reveal a creature card. Put that card into your hand and the rest on the bottom of your library in a random order.
0.3 | -2.16 | 2 | legal | Loading Zone | {3}{G} | 4 | Enchantment | rare | If one or more counters would be put on a creature, Spacecraft, or Planet you control, twice that many of each of those kinds of counters are put on it instead. Warp {G} (You may cast this card from your hand for its warp cost. Exile this enchantment at the beginning of the next end step, then you may cast it from exile on a later turn.)
0.3 | -0.70 | 3 | legal | Michelangelo, Improviser | {3}{G} | 4 | Legendary Creature — Mutant Ninja Turtle | mythic | Sneak {2}{G}{G} (You may cast this spell for {2}{G}{G} if you also return an unblocked attacker you control to hand during the declare blockers step. He enters tapped and attacking.) Whenever Michelangelo deals combat damage to a player, you may put a creature card and/or a land card from your hand onto the battlefield.
0.3 | -2.80 | 1 | legal | Mightform Harmonizer | {2}{G}{G} | 4 | Creature — Insect Druid | rare | Landfall — Whenever a land you control enters, double the power of target creature you control until end of turn. Warp {2}{G} (You may cast this card from your hand for its warp cost. Exile this creature at the beginning of the next end step, then you may cast it from exile on a later turn.)
0.3 | 0.13 | 3 | legal | Rainveil Rejuvenator | {3}{G} | 4 | Creature — Elephant Druid | uncommon | When this creature enters, you may mill three cards. (You may put the top three cards of your library into your graveyard.) {T}: Add an amount of {G} equal to this creature's power.
0.3 | 1.44 | 1 | legal | Arc Reactor | {5} | 5 | Artifact | rare | Improvise (Your artifacts can help cast this spell. Each artifact you tap after you're done activating mana abilities pays for {1}.) This artifact enters tapped. {T}: Add {C}{C}{C}.
0.3 | -1.71 | 1 | side | Heroes' Bane | {3}{G}{G} | 5 | Creature — Hydra | rare | This creature enters with four +1/+1 counters on it. {2}{G}{G}: Put X +1/+1 counters on this creature, where X is its power.
0.3 | -1.04 | 2 | legal | The Eternity Elevator | {5} | 5 | Legendary Artifact — Spacecraft | rare | {T}: Add {C}{C}{C}. Station (Tap another creature you control: Put charge counters equal to its power on this Spacecraft. Station only as a sorcery.) 20+ | {T}: Add X mana of any one color, where X is the number of charge counters on The Eternity Elevator.
0.3 | -1.95 | 4 | legal | Groundchuck & Dirtbag | {4}{G}{G} | 6 | Legendary Creature — Ox Mole Mutant | rare | Trample Whenever you tap a land for mana, add {G}.
0.3 | -2.75 | 1 | legal | Quilled Greatwurm | {4}{G}{G} | 6 | Creature — Wurm | mythic | Trample Whenever a creature you control deals combat damage during your turn, put that many +1/+1 counters on it. (It must survive to get the counters.) You may cast this card from your graveyard by removing six counters from among creatures you control in addition to paying its other costs.
0.3 | -0.16 | 1 | legal | Breaker of Creation | {6}{C}{C} | 8 | Creature — Eldrazi | uncommon | When you cast this spell, you gain 1 life for each colorless permanent you control. Hexproof from each color Annihilator 2 (Whenever this creature attacks, defending player sacrifices two permanents of their choice.)
0.2 | -1.84 | 2 | legal | Eden, Seat of the Sanctum |  | 0 | Land — Town | uncommon | {T}: Add {C}. {5}, {T}: Mill two cards. Then you may sacrifice this land. When you do, return another target permanent card from your graveyard to your hand.
0.2 | -1.15 | 2 | legal | Wastes |  | 0 | Basic Land | common | {T}: Add {C}.
0.2 | -2.62 | 1 | legal | Silkguard | {X}{G} | 1 | Instant | rare | Put a +1/+1 counter on each of up to X target creatures you control. Auras, Equipment, and modified creatures you control gain hexproof until end of turn. (Equipment, Auras you control, and counters are modifications.)
0.2 | 0.23 | 1 | legal | Close Encounter | {1}{G} | 2 | Instant | uncommon | As an additional cost to cast this spell, choose a creature you control or a warped creature card you own in exile. Close Encounter deals damage equal to the power of the chosen creature or card to target creature.
0.2 | 0.70 | 3 | legal | Ichor Wellspring | {2} | 2 | Artifact | common | When this artifact enters or is put into a graveyard from the battlefield, draw a card.
0.2 | -1.77 | 1 | legal | Ornithopter of Paradise | {2} | 2 | Artifact Creature — Thopter | common | Flying {T}: Add one mana of any color.
0.2 | -0.09 | 1 | legal | Propagator Drone | {1}{G} | 2 | Creature — Eldrazi Drone | uncommon | Devoid (This card has no color.) Creature tokens you control have evolve. (They have "Whenever a creature you control enters, if it has greater power or toughness than this token, put a +1/+1 counter on this token." They see this creature enter.) {3}{G}: Create a 0/1 colorless Eldrazi Spawn creature token with "Sacrifice this token: Add {C}."
0.2 | 2.15 | 1 | legal | Saw | {2} | 2 | Artifact — Equipment | uncommon | Equipped creature gets +2/+0. Whenever equipped creature attacks, you may sacrifice a permanent other than that creature or this Equipment. If you do, draw a card. Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)
0.2 | -0.07 | 4 | legal | Allies at Last | {2}{G} | 3 | Instant | uncommon | Affinity for Allies (This spell costs {1} less to cast for each Ally you control.) Up to two target creatures you control each deal damage equal to their power to target creature an opponent controls.
0.2 | -1.40 | 4 | legal | Mona Lisa, Science Geek | {2}{G} | 3 | Legendary Creature — Lizard Mutant | uncommon | Reach {T}: Add X mana of any one color, where X is Mona Lisa's power.
0.2 | -2.91 | 1 | legal | Outcaster Trailblazer | {2}{G} | 3 | Creature — Human Druid | rare | When this creature enters, add one mana of any color. Whenever another creature you control with power 4 or greater enters, draw a card. Plot {2}{G} (You may pay {2}{G} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)
0.2 | -0.08 | 1 | legal | Strixhaven Stadium | {3} | 3 | Artifact | rare | {T}: Add {C}. Put a point counter on this artifact. Whenever a creature deals combat damage to you, remove a point counter from this artifact. Whenever a creature you control deals combat damage to an opponent, put a point counter on this artifact. Then if it has ten or more point counters on it, remove them all and that player loses the game.
0.2 | -1.22 | 1 | legal | Sylvan Scavenging | {1}{G}{G} | 3 | Enchantment | rare | At the beginning of your end step, choose one — • Put a +1/+1 counter on target creature you control. • Create a 3/3 green Raccoon creature token if you control a creature with power 4 or greater.
0.2 | -0.07 | 4 | legal | Avatar Destiny | {2}{G}{G} | 4 | Enchantment — Aura | rare | Enchant creature you control Enchanted creature gets +1/+1 for each creature card in your graveyard and is an Avatar in addition to its other types. When enchanted creature dies, mill cards equal to its power. Return this card to its owner's hand and up to one creature card milled this way to the battlefield under your control.
0.2 | -2.18 | 2 | legal | Circuitous Route | {3}{G} | 4 | Sorcery | uncommon | Search your library for up to two basic land cards and/or Gate cards, put them onto the battlefield tapped, then shuffle.
0.2 | -0.17 | 1 | legal | Kyoshi Warrior Exemplars | {3}{G} | 4 | Creature — Human Warrior Ally | uncommon | Whenever this creature attacks, if you control eight or more lands, creatures you control get +2/+2 until end of turn.
0.2 | -2.99 | 2 | legal | Renata, Called to the Hunt | {2}{G}{G} | 4 | Legendary Enchantment Creature — Demigod | uncommon | Renata's power is equal to your devotion to green. (Each {G} in the mana costs of permanents you control counts toward your devotion to green.) Each other creature you control enters with an additional +1/+1 counter on it.
